OS01W :     Name
FIJ45 :     Fixd-Inc USA Muni Issu Purpose Detail - Brkdwn Rec - Theaters (Calc) (Net) (FI%)
FIJ46 :     Fixd-Inc USA Muni Issu Purpose Detail - Brkdwn Recreation - Othr (Calc) (Net) (FI%)
FIJ54 :     Fixd-Inc USA Muni Issu Purpose Detail - Brkdwn Vets (Calc) (Net) (FI%)
FIJ55 :     Fixd-Inc USA Muni Issu Purpose Detail - Brkdwn Pension Obligs (Calc) (Net) (FI%)
FIJ56 :     Fixd-Inc USA Muni Issu Purpose Detail - Brkdwn OPEB (Calc) (Net) (FI%)
FIJ61 :     Fixd-Inc USA Muni Issu Purpose Detail - Brkdwn Econ Dev (Calc) (Net) (FI%)
FIJ59 :     Fixd-Inc USA Muni Issu Purpose Detail - Brkdwn Cnvtn Ctr (Calc) (Net) (FI%)
FIJ58 :     Fixd-Inc USA Muni Issu Purpose Detail - Brkdwn Hotel (Calc) (Net) (FI%)
FIJ60 :     Fixd-Inc USA Muni Issu Purpose Detail - Brkdwn Stad/Sports (Calc) (Net) (FI%)
FIJ67 :     Fixd-Inc USA Muni Issu Purpose Detail - Brkdwn Office Bldg (Calc) (Net) (FI%)
FIJ66 :     Fixd-Inc USA Muni Issu Purpose Detail - Brkdwn Malls (Calc) (Net) (FI%)
FIJ52 :     Fixd-Inc USA Muni Issu Purpose Detail - Brkdwn Human Svcs - Pub  (Calc) (Net) (FI%)
FIJ63 :     Fixd-Inc USA Muni Issu Purpose Detail - Brkdwn Indust Dev - Othr (Calc) (Net) (FI%)
FIJ64 :     Fixd-Inc USA Muni Issu Purpose Detail - Brkdwn Pollutn Cntrl  (Calc) (Net) (FI%)
FIJ69 :     Fixd-Inc USA Muni Issu Purpose Detail - Brkdwn Agriculture (Calc) (Net) (FI%)
FIJ62 :     Fixd-Inc USA Muni Issu Purpose Detail - Brkdwn Indust Dev (Calc) (Net) (FI%)
FIJ68 :     Fixd-Inc USA Muni Issu Purpose Detail - Brkdwn Irrigation (Calc) (Net) (FI%)
FIJ65 :     Fixd-Inc USA Muni Issu Purpose Detail - Brkdwn Redev/Land Dev (Calc) (Net) (FI%)
FIJ50 :     Fixd-Inc USA Muni Issu Purpose Detail - Brkdwn Stud Lns (Calc) (Net) (FI%)
FIJ57 :     Fixd-Inc USA Muni Issu Purpose Detail - Brkdwn Land Conserv (Calc) (Net) (FI%)
FIT74 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn AR Sch Dist Enhnc Prog (Calc) (Net) (FI%)
FIT75 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn AR Sch Dist Enhnc Pre-dflt (Calc) (Net) (FI%)
FIT76 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn CA Infra Bnk- Aid Intercpt (Calc) (Net) (FI%)
FIT77 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn CO Sch Dist Enhanc Prog (Calc) (Net) (FI%)
FIT78 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn CO Hi-Ed Enhnc Prog (Calc) (Net) (FI%)
FIT79 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn GA Sch Dist Intrcpt Prog (Calc) (Net) (FI%)
FIT80 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn ID Sch Bnd Gty Prog (Calc) (Net) (FI%)
FIT81 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn ID Sales Tax Gty Prog (Calc) (Net) (FI%)
FIT82 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn IN Sch Dist Enhnc Prog (Calc) (Net) (FI%)
FIT83 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn KY Pub Univ Intrcpt (Calc) (Net) (FI%)
FIT84 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn KY Sch Dist Enhnc Prog (Calc) (Net) (FI%)
FIT85 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn MA Qual Bnd Prog (Calc) (Net) (FI%)
FIT86 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn MD Infra Fincg Intrcpt (Calc) (Net) (FI%)
FIT87 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn MI Qual Sch Ln Prog (SBQLP) (Calc) (Net) (FI%)
FIT88 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn MI St Sch Bnd Ln Fnd (SBQLP) (Calc) (Net) (FI%)
FIT89 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn MN Sch Dist Enhnc Prog (Calc) (Net) (FI%)
FIT90 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn MN Cred Enhnc Prog (Calc) (Net) (FI%)
FIT91 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn MO Dirct Dep Intrcpt (Calc) (Net) (FI%)
FIT92 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn MS Adq Educ Prog (Calc) (Net) (FI%)
FIT93 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn ND Sch Dist Cred Enhnc (Calc) (Net) (FI%)
FIT94 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn NJ Sch Bnd Rsrv Act (Calc) (Net) (FI%)
FIT95 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn NJ Muni Qual Bnd Prog (Calc) (Net) (FI%)
FIT96 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn NJ Cnty Collg Enhnc Prog (Calc) (Net) (FI%)
FIT97 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn NM Sch Dist Enhnc (Calc) (Net) (FI%)
FIT98 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn NV Sch Distr Bnd Gty (Calc) (Net) (FI%)
FIT99 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn DASNY OMRDD Intrcpt (Calc) (Net) (FI%)
FIU00 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn DASNY Mstr BOCES (Calc) (Net) (FI%)
FIU01 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn DASNY Crt Fac Prog (Calc) (Net) (FI%)
FIU02 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn DASNY Hlth Fac Prog (Calc) (Net) (FI%)
FIU03 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn DASNY Sch Dist Rev Prog (Calc) (Net) (FI%)
FIU04 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn NY Sectn 99B Intrcpt (Calc) (Net) (FI%)
FIU05 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn OH Sch Dist Cred Enhnc (Calc) (Net) (FI%)
FIU06 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn OH Tech/Cmnty Cllg Prog (Calc) (Net) (FI%)
FIU07 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn OR Pension Oblig Intrcpt (Calc) (Net) (FI%)
FIU08 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn OR Sch Bnd Gty Prog (Calc) (Net) (FI%)
FIU09 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn PA Pub Sch Bldg Lse Intrcpt (Calc) (Net) (FI%)
FIU10 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn PA Sch Dist Aid Intrcpt (Calc) (Net) (FI%)
FIU11 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn PA Act 150 Sch Dist Intrcpt (Calc) (Net) (FI%)
FIU12 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn RI HEBC Intrcpt (Calc) (Net) (FI%)
FIU13 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn RI HEBC Intrcpt 6 mo. (Calc) (Net) (FI%)
FIU14 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn SC Sch Distr Credt Enhnc (Calc) (Net) (FI%)
FIU15 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn TN Sch Brd Auth (Calc) (Net) (FI%)
FIU16 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn TN Sch Bnd Intrcpt (Calc) (Net) (FI%)
FIU17 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn TX Perm Sch Fnd (PSF) (Calc) (Net) (FI%)
FIU18 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn TX Hi-Ed Bnd Prog (Calc) (Net) (FI%)
FIU19 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn UT Sch Insurnc (Calc) (Net) (FI%)
FIU20 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn VA Locl Intrcpt (Calc) (Net) (FI%)
FIU21 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn WA Sch Bnd Gty Prog (Calc) (Net) (FI%)
FIU22 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn WV Muni Bnd Comm Prog (Calc) (Net) (FI%)
FIU23 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn WY Sch Dist Gty Prog (Calc) (Net) (FI%)
FIU24 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn State Gtd (Calc) (Net) (FI%)
FIU25 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn State Qual Sch Aid (Calc) (Net) (FI%)
FIU26 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn State Sch Aid (Calc) (Net) (FI%)
FIU27 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn State Pool Inv Fnd (Calc) (Net) (FI%)
FIU28 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn Qual Muni Bnd (Calc) (Net) (FI%)
FIU29 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn City or Cnty Gty (Calc) (Net) (FI%)
FIU30 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn Gtd (Calc) (Net) (FI%)
FIU31 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn US Govt Gtd (Calc) (Net) (FI%)
FIU32 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn Parent CUSIP Insrd (Calc) (Net) (FI%)
FIU33 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn Parent CUSIP Gtd (Calc) (Net) (FI%)
FIU34 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn US Govts Escrow (Calc) (Net) (FI%)
FIU35 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn GIC (Calc) (Net) (FI%)
FIU36 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn Parent CUSIP Partl Pre-ref (Calc) (Net) (FI%)
FIU37 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn Collat Purch Agrmt (Calc) (Net) (FI%)
FIU38 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn Gtd Stud Lns (Calc) (Net) (FI%)
FIU39 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn Pre-pd Gas Contrct (Calc) (Net) (FI%)
FIU40 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn Collateralized (Calc) (Net) (FI%)
FIU41 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn Tobacco Settlmnt (Calc) (Net) (FI%)
FIU42 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn CD- FDIC/FSLIC (Calc) (Net) (FI%)
FIU43 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn CD- FDIC (Calc) (Net) (FI%)
FIU44 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn CD- FSLIC (Calc) (Net) (FI%)
FIU45 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn Gtd Natl Rural Util Co-op (Calc) (Net) (FI%)
FIU46 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn Ln Purch Agrmt (Calc) (Net) (FI%)
FIU47 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn Bankrs Accptnc (Calc) (Net) (FI%)
FIU48 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn Pd by Intl Bank Recon (Calc) (Net) (FI%)
FIU49 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn Re-insurance (Calc) (Net) (FI%)
FIU50 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn Lns to Lendrs (Calc) (Net) (FI%)
FIU51 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn Parent CUSIP LOC (Calc) (Net) (FI%)
FIU52 :     Fixd-Inc USA Muni Credit Enhnc - Brkdwn Pre-pd Elec Contrct (Calc) (Net) (FI%)
FIQ17 :     Fixd-Inc USA Muni Escrow Type - Brkdwn Pre-ref (Calc) (Net) (FI%)
FIQ18 :     Fixd-Inc USA Muni Escrow Type - Brkdwn ETM (Calc) (Net) (FI%)
FIQ19 :     Fixd-Inc USA Muni Escrow Type - Brkdwn X-over Pre-ref (Calc) (Net) (FI%)
FIQ20 :     Fixd-Inc USA Muni Escrow Type - Brkdwn Called (Calc) (Net) (FI%)
FIQ21 :     Fixd-Inc USA Muni Escrow Type - Brkdwn Remrktd (Calc) (Net) (FI%)
FIQ22 :     Fixd-Inc USA Muni Escrow Type - Brkdwn Tendered (Calc) (Net) (FI%)
FIQ23 :     Fixd-Inc USA Muni Escrow Type - Brkdwn Repaymnt (Calc) (Net) (FI%)
FIQ24 :     Fixd-Inc USA Muni Escrow Type - Brkdwn Partial Pre-ref (Calc) (Net) (FI%)
FIQ25 :     Fixd-Inc USA Muni Escrow Type - Brkdwn Pre-ref: Muni Fwrd (Calc) (Net) (FI%)
FIQ26 :     Fixd-Inc USA Muni Escrow Type - Brkdwn Pre-ref: Upon Sale (Calc) (Net) (FI%)
FIQ27 :     Fixd-Inc USA Muni Escrow Type - Brkdwn ETM: Muni Fwrd (Calc) (Net) (FI%)
FIQ28 :     Fixd-Inc USA Muni Escrow Type - Brkdwn ETM: Sale Dependent (Calc) (Net) (FI%)
FIQ29 :     Fixd-Inc USA Muni Escrow Type - Brkdwn Escrow to Cnvrsn Date (Calc) (Net) (FI%)
FIQ30 :     Fixd-Inc USA Muni Escrow Type - Brkdwn Escrow- IO (Calc) (Net) (FI%)
FIQ31 :     Fixd-Inc USA Muni Escrow Type - Brkdwn Escrow- PO (Calc) (Net) (FI%)
FIQ32 :     Fixd-Inc USA Muni Escrow Type - Brkdwn X-over Pre-ref/ Escrow Until (Calc) (Net) (FI%)
FIQ33 :     Fixd-Inc USA Muni Escrow Type - Brkdwn Called: Muni Fwrd (Calc) (Net) (FI%)
FIQ34 :     Fixd-Inc USA Muni Escrow Type - Brkdwn Called: Dflt Trigger (Calc) (Net) (FI%)
FIQ35 :     Fixd-Inc USA Muni Escrow Type - Brkdwn Partial Call (Calc) (Net) (FI%)
FIQ74 :     Fixd-Inc USA Muni LOC Type - Brkdwn LOC (Calc) (Net) (FI%)
FIQ75 :     Fixd-Inc USA Muni LOC Type - Brkdwn Liquidity Fac (Calc) (Net) (FI%)
FIQ76 :     Fixd-Inc USA Muni LOC Type - Brkdwn Standby LOC (Calc) (Net) (FI%)
FIQ77 :     Fixd-Inc USA Muni LOC Type - Brkdwn SAI (Calc) (Net) (FI%)
FIQ78 :     Fixd-Inc USA Muni LOC Type - Brkdwn Put LOC (Calc) (Net) (FI%)
FIQ79 :     Fixd-Inc USA Muni LOC Type - Brkdwn Confirm LOC (Calc) (Net) (FI%)
FIQ80 :     Fixd-Inc USA Muni LOC Type - Brkdwn Line Crdt (Calc) (Net) (FI%)
FIQ81 :     Fixd-Inc USA Muni LOC Type - Brkdwn Collat LOC (Calc) (Net) (FI%)
FIQ82 :     Fixd-Inc USA Muni LOC Type - Brkdwn Gty LOC (Calc) (Net) (FI%)
FIQ83 :     Fixd-Inc USA Muni LOC Type - Brkdwn Indirect LOC (Calc) (Net) (FI%)
FIQ84 :     Fixd-Inc USA Muni LOC Type - Brkdwn Insrd LOC (Calc) (Net) (FI%)
FIQ85 :     Fixd-Inc USA Muni LOC Type - Brkdwn Invst Agrmt/GIC (Calc) (Net) (FI%)
FIQ86 :     Fixd-Inc USA Muni LOC Type - Brkdwn Backup LOC (Calc) (Net) (FI%)
FIQ87 :     Fixd-Inc USA Muni LOC Type - Brkdwn Gtd by (Calc) (Net) (FI%)
FIQ88 :     Fixd-Inc USA Muni LOC Type - Brkdwn Indemnity Insur (Calc) (Net) (FI%)
FIQ89 :     Fixd-Inc USA Muni LOC Type - Brkdwn Standby Purch Agrmt (Calc) (Net) (FI%)
FIQ90 :     Fixd-Inc USA Muni LOC Type - Brkdwn Surety Bond (Calc) (Net) (FI%)
FIW14 :     Fixd-Inc USA Muni Dflt Event - Brkdwn Monetary (Calc) (Net) (FI%)
FIW15 :     Fixd-Inc USA Muni Dflt Event - Brkdwn Technical (Calc) (Net) (FI%)
FIR25 :     Fixd-Inc USA Muni Insurer - Brkdwn Assrd Gty Corp (fka CIFG) (Calc) (Net) (FI%)
FIR26 :     Fixd-Inc USA Muni Insurer - Brkdwn Assrd Gty Corp (fka CIFG)/reinsrd AGC (Calc) (Net) (FI%)
FIR27 :     Fixd-Inc USA Muni Insurer - Brkdwn Assrd Gty Corp (fka CIFG)/2ndry insrd AGC (fka FSA) (Calc) (Net) (FI%)
FIR28 :     Fixd-Inc USA Muni Insurer - Brkdwn Assrd Gty Corp (fka CIFG)/2ndry insrd AGC (Calc) (Net) (FI%)
FIR29 :     Fixd-Inc USA Muni Insurer - Brkdwn Assrd Gty Corp/ 2ndry BHAC (Calc) (Net) (FI%)
FIR30 :     Fixd-Inc USA Muni Insurer - Brkdwn Assrd Gty Corp (fka FSA, fka CGIC) (Calc) (Net) (FI%)
FIR31 :     Fixd-Inc USA Muni Insurer - Brkdwn Assrd Gty Corp (fka FSA) (Calc) (Net) (FI%)
FIR32 :     Fixd-Inc USA Muni Insurer - Brkdwn Assrd Gty Corp (fka FSA)/2ndry BHAC (Calc) (Net) (FI%)
FIR33 :     Fixd-Inc USA Muni Insurer - Brkdwn American Cap Access (nna AGC) (Calc) (Net) (FI%)
FIR34 :     Fixd-Inc USA Muni Insurer - Brkdwn Assrd Gty Corp (fka Radian, fka Asst Gty) (Calc) (Net) (FI%)
FIR35 :     Fixd-Inc USA Muni Insurer - Brkdwn Assrd Gty Corp (fka ACE Gty) (Calc) (Net) (FI%)
FIR36 :     Fixd-Inc USA Muni Insurer - Brkdwn Assrd Gty Corp (fka Radian) (Calc) (Net) (FI%)
FIR37 :     Fixd-Inc USA Muni Insurer - Brkdwn FGIC/2ndry AGC (Calc) (Net) (FI%)
FIR38 :     Fixd-Inc USA Muni Insurer - Brkdwn FGIC/2ndry AGC (fka Radian) (Calc) (Net) (FI%)
FIR39 :     Fixd-Inc USA Muni Insurer - Brkdwn 2ndry AGC (fka CIFG)/2ndry AGMC (fka FSA) (Calc) (Net) (FI%)
FIR40 :     Fixd-Inc USA Muni Insurer - Brkdwn 2ndry AGC/2ndry AGMC (fka FSA) (Calc) (Net) (FI%)
FIR41 :     Fixd-Inc USA Muni Insurer - Brkdwn 2ndry Assrd Gty Corp (fka Radian, fka Asst Gty) (Calc) (Net) (FI%)
FIR42 :     Fixd-Inc USA Muni Insurer - Brkdwn 2ndry Assrd Gty Corp (fka Radian) (Calc) (Net) (FI%)
FIR43 :     Fixd-Inc USA Muni Insurer - Brkdwn 2ndry Assrd Gty Corp (fka CIFG) (Calc) (Net) (FI%)
FIR44 :     Fixd-Inc USA Muni Insurer - Brkdwn 2ndry American Cap Access (nna AGC) (Calc) (Net) (FI%)
FIR45 :     Fixd-Inc USA Muni Insurer - Brkdwn 2ndry Assrd Gty Corp (fka ACE Gty) (Calc) (Net) (FI%)
FIR46 :     Fixd-Inc USA Muni Insurer - Brkdwn 2ndry Assrd Gty Corp (fka CIFG)/reinsrd ACG (Calc) (Net) (FI%)
FIR47 :     Fixd-Inc USA Muni Insurer - Brkdwn Assrd Gty Muni Corp (AGMC) (Calc) (Net) (FI%)
FIR48 :     Fixd-Inc USA Muni Insurer - Brkdwn FGIC/2ndry AGMC (fka FSA) (Calc) (Net) (FI%)
FIR49 :     Fixd-Inc USA Muni Insurer - Brkdwn FGIC/2ndry AGMC (fka FSA)/2ndry BHAC (Calc) (Net) (FI%)
FIR50 :     Fixd-Inc USA Muni Insurer - Brkdwn Muni Assrnc Corp (aka AGMC) (Calc) (Net) (FI%)
FIR51 :     Fixd-Inc USA Muni Insurer - Brkdwn 2ndry ACA/reinsrd AGMC (fka FSA) (Calc) (Net) (FI%)
FIR52 :     Fixd-Inc USA Muni Insurer - Brkdwn 2ndry AGMC (fka FSA, fka CGIC) (Calc) (Net) (FI%)
FIR53 :     Fixd-Inc USA Muni Insurer - Brkdwn 2ndry AGMC (fka FSA) (Calc) (Net) (FI%)
FIR54 :     Fixd-Inc USA Muni Insurer - Brkdwn 2ndry AGMC (fka FSA)/reinsrd NPFG (fka MBIA) (Calc) (Net) (FI%)
FIR55 :     Fixd-Inc USA Muni Insurer - Brkdwn 2ndry AGMC (fka FSA)/2ndry NPFG (fka MBIA) (Calc) (Net) (FI%)
FIR56 :     Fixd-Inc USA Muni Insurer - Brkdwn 2ndry AGMC (fka FSA)/2ndry BHAC (Calc) (Net) (FI%)
FIR57 :     Fixd-Inc USA Muni Insurer - Brkdwn 2ndry AMBAC/2ndry AGMC (fka FSA, fka CGIC) (Calc) (Net) (FI%)
FIR58 :     Fixd-Inc USA Muni Insurer - Brkdwn 2ndry Assrd Gty Muni Corp (AGMC) (Calc) (Net) (FI%)
FIR59 :     Fixd-Inc USA Muni Insurer - Brkdwn 2ndry Muni Assrnc Corp (aka AGMC) (Calc) (Net) (FI%)
FIR60 :     Fixd-Inc USA Muni Insurer - Brkdwn Build Amer Mutual (BAM) (Calc) (Net) (FI%)
FIR61 :     Fixd-Inc USA Muni Insurer - Brkdwn 2ndry Build Amer Mutual (BAM) (Calc) (Net) (FI%)
FIR62 :     Fixd-Inc USA Muni Insurer - Brkdwn 2ndry Syncora (fka XCLA) (Calc) (Net) (FI%)
FIR63 :     Fixd-Inc USA Muni Insurer - Brkdwn Syncora (fka XCLA)/2ndry NPFG (fka MBIA) (Calc) (Net) (FI%)
FIR64 :     Fixd-Inc USA Muni Insurer - Brkdwn Syncora (fka XCLA)/2ndry AGMC (fka FSA) (Calc) (Net) (FI%)
FIR65 :     Fixd-Inc USA Muni Insurer - Brkdwn Syncora (fka XCLA) (Calc) (Net) (FI%)
FIR66 :     Fixd-Inc USA Muni Insurer - Brkdwn Syncora (Calc) (Net) (FI%)
FIR67 :     Fixd-Inc USA Muni Insurer - Brkdwn FGIC/reinsrd NPFG (fka MBIA)/2ndry AGMC (fka FSA) (Calc) (Net) (FI%)
FIR68 :     Fixd-Inc USA Muni Insurer - Brkdwn FGIC/reinsrd NPFG (fka MBIA)/2ndry AGC (Calc) (Net) (FI%)
FIR69 :     Fixd-Inc USA Muni Insurer - Brkdwn FGIC/reinsrd NPFG (fka MBIA)/2ndry BHAC (Calc) (Net) (FI%)
FIR70 :     Fixd-Inc USA Muni Insurer - Brkdwn FGIC/reinsrd NPFG (fka MBIA) (Calc) (Net) (FI%)
FIR71 :     Fixd-Inc USA Muni Insurer - Brkdwn FGIC/2ndry NPFG (fka MBIA) (Calc) (Net) (FI%)
FIR72 :     Fixd-Inc USA Muni Insurer - Brkdwn Natl Public Fincl Gty Corp (NPFG) (Calc) (Net) (FI%)
FIR73 :     Fixd-Inc USA Muni Insurer - Brkdwn NPFG (fka MBIA)/2ndry AGMC (fka FSA)/2ndry BHAC (Calc) (Net) (FI%)
FIR74 :     Fixd-Inc USA Muni Insurer - Brkdwn Natl Public Fincl Gty Corp (fka MBIA, fka BIGI) (Calc) (Net) (FI%)
FIR75 :     Fixd-Inc USA Muni Insurer - Brkdwn NPFG (fka MBIA)/2ndry AGMC (fka FSA) (Calc) (Net) (FI%)
FIR76 :     Fixd-Inc USA Muni Insurer - Brkdwn NPFG (fka MBIA)/2ndry BHAC (Calc) (Net) (FI%)
FIR77 :     Fixd-Inc USA Muni Insurer - Brkdwn NPFG (fka MBIA)/2ndry AGC (Calc) (Net) (FI%)
FIR78 :     Fixd-Inc USA Muni Insurer - Brkdwn Natl Public Fincl Gty Corp (fka MBIA) (Calc) (Net) (FI%)
FIR79 :     Fixd-Inc USA Muni Insurer - Brkdwn 2ndry FGIC/reinsrd NPFG (fka MBIA) (Calc) (Net) (FI%)
FIR80 :     Fixd-Inc USA Muni Insurer - Brkdwn 2ndry NPFG (fka MBIA)/ reinsrd AGMC (fka FSA, fka CGIC) (Calc) (Net) (FI%)
FIR81 :     Fixd-Inc USA Muni Insurer - Brkdwn 2ndry NPFG (fka MBIA, fka BIGI) (Calc) (Net) (FI%)
FIR82 :     Fixd-Inc USA Muni Insurer - Brkdwn 2ndry Natl Public Fincl Gty Corp (NPFG) (Calc) (Net) (FI%)
FIR83 :     Fixd-Inc USA Muni Insurer - Brkdwn Cap MAC/2ndry NPFG (fka MBIA) (Calc) (Net) (FI%)
FIR84 :     Fixd-Inc USA Muni Insurer - Brkdwn 2ndry Cap Mac/reinsrd NPFG (fka MBIA) (Calc) (Net) (FI%)
FIR85 :     Fixd-Inc USA Muni Insurer - Brkdwn 2ndry FGIC/2ndry NPFG (fka MBIA) (Calc) (Net) (FI%)
FIR86 :     Fixd-Inc USA Muni Insurer - Brkdwn 2ndry NPFG (fka MBIA)/reinsrd AGC (Calc) (Net) (FI%)
FIR87 :     Fixd-Inc USA Muni Insurer - Brkdwn 2ndry Natl Public Fincl Gty Corp (fka MBIA) (Calc) (Net) (FI%)
FIR88 :     Fixd-Inc USA Muni Insurer - Brkdwn Cal-Mtg St Gty (Calc) (Net) (FI%)
FIR89 :     Fixd-Inc USA Muni Insurer - Brkdwn Berkshire Hathaway Assrnc Corp (BHAC) (Calc) (Net) (FI%)
FIR90 :     Fixd-Inc USA Muni Insurer - Brkdwn FGIC/reinsrd BHAC (Calc) (Net) (FI%)
FIR91 :     Fixd-Inc USA Muni Insurer - Brkdwn FGIC/2ndry BHAC (Calc) (Net) (FI%)
FIR92 :     Fixd-Inc USA Muni Insurer - Brkdwn 2ndry Berkshire Hathaway Assrnc Corp (BHAC) (Calc) (Net) (FI%)
FIR93 :     Fixd-Inc USA Muni Insurer - Brkdwn AMBAC (fka Connie Lee) (Calc) (Net) (FI%)
FIR94 :     Fixd-Inc USA Muni Insurer - Brkdwn AMBAC (Calc) (Net) (FI%)
FIR95 :     Fixd-Inc USA Muni Insurer - Brkdwn AMBAC/2ndry AGMC (fka FSA) (Calc) (Net) (FI%)
FIR96 :     Fixd-Inc USA Muni Insurer - Brkdwn AMBAC/2ndry NPFG (fka MBIA) (Calc) (Net) (FI%)
FIR97 :     Fixd-Inc USA Muni Insurer - Brkdwn AMBAC/2ndry AGC (Calc) (Net) (FI%)
FIR98 :     Fixd-Inc USA Muni Insurer - Brkdwn AMBAC/2ndry BHAC (Calc) (Net) (FI%)
FIR99 :     Fixd-Inc USA Muni Insurer - Brkdwn FGIC/2ndry AMBAC (Calc) (Net) (FI%)
FIS00 :     Fixd-Inc USA Muni Insurer - Brkdwn 2ndry AMBAC (Calc) (Net) (FI%)
FIS01 :     Fixd-Inc USA Muni Insurer - Brkdwn 2ndry AMBAC/reinsrd NPFG (fka MBIA) (Calc) (Net) (FI%)
FIS02 :     Fixd-Inc USA Muni Insurer - Brkdwn Captl Mkts Asrnc (Cap MAC) (Calc) (Net) (FI%)
FIS03 :     Fixd-Inc USA Muni Insurer - Brkdwn Fincl Gty Insur Corp (FGIC) (Calc) (Net) (FI%)
FIS04 :     Fixd-Inc USA Muni Insurer - Brkdwn 2ndry FGIC (Calc) (Net) (FI%)
FIS05 :     Fixd-Inc USA Muni Insurer - Brkdwn Firemans Ins/Contl Casualty (Calc) (Net) (FI%)
FIS06 :     Fixd-Inc USA Muni Insurer - Brkdwn Invstrs Gty Fund (Calc) (Net) (FI%)
